question,choices,subject,answer
کس صورت حال کو کسر 20/8 سے ظاہر کیا جا سکتا ہے؟,لیسلی نے ایک اسٹور پر 20 ڈالر اور 8 سینٹ خرچ کیے۔ لیسلی نے جو رقم خرچ کی ہے اسے کسر کے طور پر کیسے لکھا جاتا ہے؟|مسٹر کریمر کے 8 پوتے پوتیوں نے 20 کریکر یکساں طور پر بانٹے۔ ہر پوتے کو کتنے کریکرز ملے؟|مچ نے پودوں کی دکان سے پھولوں کے 20 کنٹینرز خریدے۔ ہر برتن میں 8 پھول تھے۔ مچ نے کتنے پھول خریدے؟|ڈاک ٹکٹ 20 ڈاک ٹکٹوں کے بکلیٹس میں فروخت ہوتے ہیں۔ ڈونا نے پارٹی کے لیے دعوت نامے بھیجنے کے لیے 8 ڈاک ٹکٹوں کا استعمال کیا۔ ڈونا نے اپنے دعوت نامے بھیجنے کے لیے ڈاک ٹکٹوں کے کتنے کتابچے استعمال کیے؟,elementary_mathematics,1
اگر ایک مال بردار ٹرین 20 میل فی گھنٹہ کی رفتار سے 6 گھنٹے تک سفر کرتی ہے تو وہ کتنی دور تک سفر کرے گی؟,120 میل|80 میل|26 میل|12 میل,elementary_mathematics,0
کون سا مرحلہ بتاتا ہے کہ 6a = 72 میں a کی قدر کیسے تلاش کی جائے؟,دونوں اطراف میں 6 شامل کریں|دونوں اطراف کو 6 سے تقسیم کریں۔|دونوں اطراف کو 6 سے ضرب دیں۔|دونوں اطراف سے 6 کو کم کریں۔,elementary_mathematics,1
کوچ وو کے پاس کل 30 فٹ بال ہیں۔ 9 فٹ بال کی گیندیں سفید ہیں۔ باقی فٹ بال گیندیں تین مختلف رنگوں (نیلے، گلابی، یا سبز) میں سے ایک ہیں۔ نیلی، گلابی اور سبز گیندوں کی ایک برابر تعداد ہے کوچ وو کے پاس کتنی سبز فٹ بال گیندیں ہیں؟,7|10|21|39,elementary_mathematics,0
شام 6 بجے کے درمیان درجہ حرارت 11 ° F گر گیا۔ اور رات 10 بجے رات 10 بجے یہ 84°F تھا۔ شام 6 بجے درجہ حرارت معلوم کرنے کے لیے ایک مساوات لکھیں اور حل کریں۔,84 − 11 = t; 73°F|t − 84 = 11; 95°F|84 − t = 11; 73°F|t − 11 = 84; 95°F,elementary_mathematics,3
تھریسا کے پاس 72 ماربلز کا تھیلا تھا۔ اس نے ماربلز کو 9 برابر گروپوں میں ڈالا۔ کس نمبر کا جملہ ظاہر کرتا ہے کہ تھریسا نے ہر گروپ میں ماربلز کی تعداد کو کیسے تلاش کیا؟,72 ÷ 9 = 8|72 – 9 = 63|9 + 72 = 81|9 ÷ 72 = 0.125,elementary_mathematics,0
روب اپنی بلیوں کو کھانا کھلانے کے لیے ہر 5 دن میں بلی کے کھانے کا 1 ڈبہ استعمال کرتا ہے۔ بلیوں کے کھانے کے تقریباً کتنے ڈبوں کو وہ ماہانہ استعمال کرتا ہے؟,2 بکس|4 بکس|5 بکس|6 بکس,elementary_mathematics,3
4 اور 10 کا کم سے کم عام ضرب کیا ہے؟,14|20|40|60,elementary_mathematics,1
4 سے زیادہ 7 + 2 سے زیادہ 7 تلاش کریں۔,6 سے زیادہ 14|8 سے زیادہ 49|14 سے زیادہ 28|6 سے زیادہ 7,elementary_mathematics,3
ایک دہائی میں کتنے سال ہوتے ہیں؟,5|10|15|20,elementary_mathematics,1
جنوری کے مہینے میں 31 دن ہوتے ہیں۔ مشیل نے مہینے کے ہر دن 45 پش اپس کئے۔ اس نے جنوری میں کیے گئے پش اپس کی تعداد معلوم کرنے کے لیے نیچے دیے گئے تاثرات کا استعمال کیا۔ 31×45 مشیل نے جنوری کے مہینے میں کتنے پش اپس کیے؟,"125 پش اپس|279 پش اپس|1,395 پش اپس|1,406 پش اپس",elementary_mathematics,2
دو مکمل نمبروں میں 60 کا کم از کم مشترک ضرب ہوتا ہے۔ ہر نمبر 12 سے کم یا اس کے برابر ہے۔ دو نمبروں کا سب سے بڑا مشترک عنصر 2۔ دو نمبر کیا ہیں؟,6 اور 10|5 اور 12|10 اور 12|12 اور 15,elementary_mathematics,2
x = 2 کے لیے −2(x −3) کا اندازہ لگائیں۔,−4|−2|10|2,elementary_mathematics,3
ایک قسم کی آئس کریم کے 4 اونس میں 230 کیلوریز ہوتی ہیں۔ اس آئس کریم کے 6 اونس میں کتنی کیلوریز ہیں؟,232|236|345|460,elementary_mathematics,2
تخمینہ 711 + 497۔ رقم کن اعداد کے درمیان ہے؟,"50 اور 400|450 اور 700|750 اور 1,000|1,050 اور 1,300",elementary_mathematics,3
مسٹر کوہلبرگ پھولوں کی دکان کے مالک ہیں۔ دن کے آغاز میں اس کے پاس 152 گلاب تھے۔ مسٹر کوہلبرگ نے 96 گلاب فروخت کیے اور پھر باقی گلابوں کو 8 گلدانوں میں برابر الگ کرنا چاہتے تھے۔ ہر گلدان میں گلاب کی کل تعداد کتنی ہوگی؟,7|12|48|56,elementary_mathematics,0
تخمینہ 32 x 68۔ مصنوعہ کن اعداد کے درمیان ہے؟,"18 اور 28|180 اور 280|1,800 اور 2,800|18,000 اور 28,000",elementary_mathematics,2
77 کا پرائم فیکٹرائزیشن لکھیں۔ جہاں ممکن ہو ایکسپوننٹ استعمال کریں۔,7 • 11^2 • 13|7^2 • 11|7 • 11 • 13|7 • 11,elementary_mathematics,3
اولڈ ٹاؤن نیوز اسٹینڈ پر رسالوں کی قیمت ہر ایک $2.99 ​​اور کتابوں کی قیمت $6.99 ہے۔ 4 رسالوں اور 3 کتابوں کی کل قیمت کتنی ہے؟,$20.93|$28.93|$32.93|$48.93,elementary_mathematics,2
Umi نے نمبر کا پیٹرن بنایا جس کے بعد اگلا نمبر حاصل کرنے کے لیے ہر بار ایک ہی رقم شامل کی جاتی ہے۔ 20، 40، 60، 80، ... پیٹرن میں آٹھواں نمبر کیا ہوگا؟,160|240|320|640,elementary_mathematics,0
اعشاریہ کے طور پر 7 سے زیادہ 33 لکھیں۔,0.021 دہرانا|0.21 دہرانا|0.22 دہرانا|0.2121,elementary_mathematics,1
ویسٹ ویو اسکول باسکٹ بال کے نئے یونیفارم خرید رہا ہے۔ ہر یونیفارم کی قیمت $46 ہے۔ سکول 12 یونیفارم خریدے گا۔ کون سی مساوات یونیفارم کی کل قیمت معلوم کرنے کا طریقہ دکھاتی ہے؟,(40 × 10) + (6 × 2) = 400 + 12|(40 × 6) + (10 × 2) = 240 + 20|(40 × 12) + (6 × 12) = 480 + 72|(40 × 12) + (60 × 12) = 480 + 720,elementary_mathematics,2
مینوئل نے ایک استعمال شدہ کار چھ ہزار انتالیس ڈالر میں خریدی۔ مینوئل خریدی گئی استعمال شدہ کار کی قیمت کیا ہے جو بطور عدد لکھی گئی ہے؟,"$649|$6,049|$6,409|$6,490",elementary_mathematics,1
کل، میکاہ نے برابر تعداد میں اسٹرابیری کھائی۔ اس نے طاق تعداد میں سیب بھی کھائے تھے۔ کون سا گروپ اسٹرابیری، ایس، اور سیب کی نمائندگی کرسکتا ہے، اے، میکاہ نے کل کھایا؟,ایس ایس ایس ایس ایس؛ اے اے اے|ایس ایس ایس ایس ایس؛ اے اے اے اے|SSSSSSSS; اے اے اے اے|SSSSSSSS; اے,elementary_mathematics,3
بلی کے کھانے کی قیمت $.47/lb ہے۔ 6-lb بیگ کی قیمت کتنی ہے؟,$2.82|$2.97|$6.47|$12.77,elementary_mathematics,0
آسان ترین شکل میں 60 سے زیادہ 72 لکھیں۔,4 سے زیادہ 6|10 سے زیادہ 12|15 سے زیادہ 17|5 سے زیادہ 6,elementary_mathematics,3
2 کپ سے 3 qt کا تناسب آسان ترین شکل میں ایک کسر کے طور پر لکھیں۔,3 سے زیادہ 2|2 سے زیادہ 3|2 سے زیادہ 12|1 سے زیادہ 6,elementary_mathematics,3
"ملز لائبریری میں 1,007,199 کتابیں ہیں۔ اسپرنگ ویل لائبریری میں 907,082 کتابیں ہیں۔ ملز لائبریری کے پاس سپرنگ ویل لائبریری سے زیادہ کتنی کتابیں ہیں اس کا بہترین اندازہ مندرجہ ذیل میں سے کون ہے؟","100,000 کتابیں۔|80,000 کتابیں۔|10,000 کتابیں۔|8000 کتابیں۔",elementary_mathematics,0
پیٹ 30 سیکنڈ میں باسکٹ بال کو 25 بار اچھالتا ہے۔ اس شرح پر، پیٹ 150 سیکنڈ میں تقریباً کتنی بار گیند کو اچھالے گا؟,120|125|144|145,elementary_mathematics,1
−9 + (−8) کا مجموعہ تلاش کرنے کے لیے ایک عدد لائن کا استعمال کریں۔,-17|1|-1|17,elementary_mathematics,0
مساوات y/4 = 8 میں y کی قدر کیا ہے؟,2|4|12|32,elementary_mathematics,3
4 اور 4 کو 5 پر ایک غلط کسر کے طور پر لکھیں۔,28 سے زیادہ 5|4 سے زیادہ 5|24 سے زیادہ 5|20 سے زیادہ 5,elementary_mathematics,2
چاند پر کسی چیز کا وزن، m، زمین پر موجود شے کے وزن کا تقریباً q ہے، e۔ کون سی مساوات چاند پر موجود کسی چیز کے وزن کے لحاظ سے زمین پر موجود شے کے وزن کی نمائندگی کرتی ہے؟,m = 1/6 + e|m = e/6|m = 6+e|m = 6e,elementary_mathematics,1
8 + 8 ÷ 2 + 2 =,4|8|10|14,elementary_mathematics,3
y کی کیا قدر y + 2.9 = 11 کو درست بناتی ہے؟,8.1|8.9|9.1|13.9,elementary_mathematics,0
40° زاویہ کا ضمیمہ کیا ہے؟,50°|130°|140°|220°,elementary_mathematics,2
کیری نے چار مختلف ریسوں میں ایک ہی فاصلہ طے کیا۔ اس کے اوقات 18.04 سیکنڈ، 21.39 سیکنڈ، 12.99 سیکنڈ اور 14.14 سیکنڈ تھے۔ اگر انفرادی اوقات کو ایک سیکنڈ کے قریب ترین دسویں حصے پر گول کیا جائے تو چاروں ریسوں کے لیے کیری کے کل وقت کا تخمینہ کیا ہے؟,66.6 سیکنڈ|66.5 سیکنڈ|66 سیکنڈ|65.5 سیکنڈ,elementary_mathematics,1
4 * x = 24 پر 3 حل کریں۔,18|32|72|96,elementary_mathematics,1
درست جواب تلاش کریں: 110 + 70,18|81|180|810,elementary_mathematics,2
چڑیا گھر میں 15 ٹوکن اور 60 طوطے ہوتے ہیں۔ چڑیا گھر میں طوطوں کی تعداد اور طوطوں کی تعداد کا تناسب کیا ہے؟,1:04|1:05|4:01|4:05,elementary_mathematics,0
36 اور 90 کا سب سے بڑا عام فیکٹر کیا ہے؟,6|18|36|180,elementary_mathematics,1
6 • 24 ÷ (8 −5) کی قدر تلاش کریں۔,48|13|-13|54,elementary_mathematics,0
42 اور 84 کا سب سے بڑا عام فیکٹر کیا ہے؟,7|21|42|84,elementary_mathematics,2
محترمہ گٹیریز کو 32 طلباء کی اپنی جم کلاس کے لیے رسی منگوانے کی ضرورت ہے۔ ہر طالب علم کو رسی کا ایک ٹکڑا ملے گا جو 5 فٹ 8 انچ لمبا ہے۔ مسز گٹیریز کو اپنی کلاس کے لیے رسی کی کل لمبائی کتنی ہے؟,106 فٹ 8 انچ|154 فٹ 8 انچ|160 فٹ 8 انچ|181 فٹ 4 انچ,elementary_mathematics,3
دسمبر میں، ایک کھلونوں کی دکان نے 934 پہیلیاں فروخت کیں۔ ہر پہیلی کی قیمت $6 ہے، بشمول ٹیکس۔ ٹیکس سمیت فروخت شدہ پہیلیاں کی کل قیمت کتنی تھی؟,"$5,434|$5,484|$5,604|$5,684",elementary_mathematics,2
ایک زاویہ جو دائرے کے 1/360 کے برابر ہے، ڈگری میں، پیمائش کیا ہے؟,1|90|180|360,elementary_mathematics,0
وہ نمبر تلاش کریں جو بیان کو درست بناتا ہے: 26.1 ملی میٹر = _ ڈی ایم۔,"0.261|261|2.61|2,610",elementary_mathematics,0
سلاد ڈریسنگ 2 حصوں کے سرکہ کو 5 حصوں کے تیل کے ساتھ ملا کر بنائی جاتی ہے۔ کتنے اونس تیل کو 9 اونس سرکہ کے ساتھ ملایا جائے؟,2|3.6|22.5|63,elementary_mathematics,2
کم نے اپنی سائیکل پر 9 ہفتوں میں 135 میل کا سفر طے کیا، ہر ہفتے اتنا ہی فاصلہ طے کیا۔ ایرک نے اپنی سائیکل پر 6 ہفتوں میں 102 میل کا فاصلہ طے کیا، ہر ہفتے اتنا ہی فاصلہ طے کیا۔ کون سا بیان درست طریقے سے فی ہفتہ میلوں کی تعداد کا موازنہ کرتا ہے جو وہ سوار ہوئے؟,ایرک کم سواری کے مقابلے میں 2 میل فی ہفتہ زیادہ سفر کرتا تھا۔|کم نے ایرک کی سواری سے 3 میل فی ہفتہ زیادہ سفر کیا۔|کم نے ایرک کی سواری سے 11 میل فی ہفتہ زیادہ سفر کیا۔|ایرک کم سواری کے مقابلے میں فی ہفتہ 17 میل زیادہ سفر کرتا تھا۔,elementary_mathematics,0
دیے گئے نمبروں سے مساوات 5x − 5 = −10 کے حل کی شناخت کریں۔,-1|−6|−4|−3,elementary_mathematics,0
ایک پارک کا ماڈل 1.5 سینٹی میٹر سے 50 میٹر کے پیمانے پر بنایا گیا تھا۔ اگر پارک میں دو درختوں کے درمیان فاصلہ 150 میٹر ہے تو ماڈل پر یہ فاصلہ کیا ہے؟,0.5 سینٹی میٹر|4.5 سینٹی میٹر|75 سینٹی میٹر|225 سینٹی میٹر,elementary_mathematics,1
الزبتھ کے پاس کچھ اسٹیکرز ہیں۔ وہ اپنے اسٹیکرز کو اپنے اور دو دوستوں میں برابر تقسیم کرتی ہے۔ ہر شخص کو 4 اسٹیکرز ملتے ہیں۔ کون سی مساوات اسٹیکرز کی کل تعداد، s، کی نمائندگی کرتی ہے؟,s + 3=4|s - 3=4|s/3 = 4|3s = 4,elementary_mathematics,2
"سٹیفنی نے لاس اینجلس سے نیویارک شہر تک 2,448 میل کا فاصلہ طے کیا۔ سٹیفنی نے قریب ترین ہزار تک کتنے میل کا فاصلہ طے کیا؟","2,000|2,400|2,500|3,000",elementary_mathematics,0
تناسب کا کون سا جوڑا تناسب بنا سکتا ہے؟,2 اوور 5 اور 8 اوور 10|2 اوور 5 اور 10 اوور 15|2 اوور 5 اور 4 اوور 25|2 اوور 5 اور 6 اوور 15,elementary_mathematics,3
ایک کالج میں، 5 میں سے تقریباً 2 سینئرز گریجویٹ اسکول جانے کے لیے جاتے ہیں۔ اگر کالج میں 750 بزرگ ہیں، تو گریجویٹ اسکول میں کتنے لوگوں کی شرکت کی توقع کی جائے گی؟,75 بزرگ|107 بزرگ|300 بزرگ|400 بزرگ,elementary_mathematics,2
نمبر پیٹرن 5، 9، 13، 17، 21، 25، 29 پر غور کریں۔ پیٹرن بنانے کے لیے کون سا اصول استعمال کیا جا سکتا تھا؟,0 سے شروع کریں۔ اگلا نمبر حاصل کرنے کے لیے ہر بار 4 شامل کریں۔|0 سے شروع کریں۔ اگلا نمبر حاصل کرنے کے لیے ہر بار 5 کا اضافہ کریں۔|5 سے شروع کریں۔ اگلا نمبر حاصل کرنے کے لیے ہر بار 4 شامل کریں۔|5 سے شروع کریں۔ اگلا نمبر حاصل کرنے کے لیے ہر بار 5 کا اضافہ کریں۔,elementary_mathematics,2
میکس اور جوناتھن اسٹرابیری چن رہے تھے۔ میکس نے 187 اسٹرابیری چنیں۔ جوناتھن نے 223 اسٹرابیریاں چنیں۔ انہوں نے مل کر 26 اسٹرابیریاں کھائیں۔ کون سا ایکسپریشن میکس اور جوناتھن نے چھوڑی ہوئی اسٹرابیریوں کی کل تعداد کو تلاش کرنے کا طریقہ دکھاتا ہے؟,190 + 220 - 30 + 4|185 + 225 - 25 + 1|200 + 200 – 30 – 4|200 + 200 – 25 – 1,elementary_mathematics,0
ویسٹ ایلیمنٹری اسکول میں لڑکوں کے مقابلے 20 لڑکیاں زیادہ ہیں۔ اگر 180 لڑکیاں ہوں تو لڑکوں کی تعداد کیسے معلوم کریں؟,20 سے 180 کا اضافہ کریں۔|20 کو 180 سے گھٹائیں۔|180 کو 20 سے ضرب دیں۔|180 کو 20 سے تقسیم کریں۔,elementary_mathematics,1
سوڈا کی 200 بوتلیں بھرنے میں ایک مشین کو 12 منٹ لگتے ہیں۔ اس شرح پر، مشین کو سوڈا کی 500 بوتلیں بھرنے میں کتنے منٹ لگیں گے؟,25 منٹ|28 منٹ|30 منٹ|40 منٹ,elementary_mathematics,2
ایک ریستوران نے گزشتہ ہفتے 231 انڈے استعمال کیے تھے۔ ان میں سے 46 کا رنگ بھورا تھا۔ باقی انڈے سفید رنگ کے تھے۔ پچھلے ہفتے استعمال کیے گئے سفید انڈوں کی تعداد w کے حل کے لیے کون سی مساوات استعمال کی جا سکتی ہے؟,231+ 46w = 0|46+w= 231|w= 231+ 46|231 = 46w,elementary_mathematics,1
ایک اسٹور مینیجر اپنے گودام سے قمیضوں کا آرڈر دیتا ہے۔ قمیضیں خانوں میں پیک کی جاتی ہیں اور اسٹور کو بھیجی جاتی ہیں، جیسا کہ ذیل میں بیان کیا گیا ہے۔ 81 شرٹس کا آرڈر دیا گیا ہے۔ ہر شپنگ باکس میں 9 شرٹس ہوتی ہیں۔ آرڈر کی گئی تمام شرٹس کے لیے کتنے شپنگ بکس کی ضرورت ہے؟,8|9|72|90,elementary_mathematics,1
"گھٹائیں 2,396 – 1,709","687|687|1,493|1,695",elementary_mathematics,0
جیری نے 10 گھنٹے میں 200 صفحات کی کتاب پڑھی۔ اس شرح سے، اسے 320 صفحات کی کتاب پڑھنے میں کتنا وقت لگے گا؟,16 گھنٹے|18 گھنٹے|24 گھنٹے|32 گھنٹے,elementary_mathematics,0
کس عدد کو 4 سے ضرب 36 کے برابر ہے؟,6|7|8|9,elementary_mathematics,3
34 L 18 cL کو لیٹر میں تبدیل کریں۔,34.18 ایل|35.8 ایل|34.018 ایل|214 ایل,elementary_mathematics,0
ایک پانی کی ٹینک 50 گیلن رکھے گی۔ 20 سیکنڈ میں ٹینک کو بھرنے کے لیے، گیلن فی سیکنڈ میں، کس بہاؤ کی شرح کی ضرورت ہے؟,0.4|2.5|16.7|70,elementary_mathematics,1
تارا تقریباً 18 منٹ میں فلم کے 2 رول تیار کر سکتی ہے۔ اس شرح سے، اسے فلم کے 8 رول تیار کرنے میں کتنا وقت لگے گا؟,42 منٹ|1 گھنٹہ 12 منٹ|1 گھنٹہ 20 منٹ|1 گھنٹہ 44 منٹ,elementary_mathematics,1
ٹیشا نے اپنے دوست کو درج ذیل پہیلی لکھی: میرے 2 چہرے ہیں، کوئی چوٹی نہیں، اور میں رول کر سکتی ہوں۔ میں کیا ہوں؟ پہیلی کا جواب کیا ہے؟,شنک|سلنڈر|کرہ|پرزم,elementary_mathematics,1
جان کے دوست نے اسے بتایا کہ وہ مقامی کنسرٹ میں فلائیرز کے حوالے سے $49 کما سکتا ہے۔ جان فی گھنٹہ کی شرح کا حساب لگانا چاہتا ہے، اگر وہ کل 3.5 گھنٹے کام کرتا ہے، تو مساوات 3.5x = 49 اس کی فی گھنٹہ کی شرح کا تعین کرنے کے لیے استعمال کی جا سکتی ہے۔ ڈالر میں جان کی فی گھنٹہ کی شرح کیا ہوگی؟,$1.40|$14.00|$45.50|$171.50,elementary_mathematics,1
"24,513 میں ہندسے 5 کی قدر 357 میں ہندسے 5 کی قدر کتنی گنا ہے؟","10|100|1,000|10,000",elementary_mathematics,0
کون سا اظہار 5(4x + 3) - 2x کے برابر ہے؟,18x+15|18x+3|7x+8|2x+8,elementary_mathematics,0
مسٹر لوسی نے قلم کے 5 تھیلے اکٹھے رکھے۔ اس نے ہر تھیلے میں 19 سیاہ قلم اور 12 سرخ قلم رکھے۔ کون سا اظہار ظاہر کرتا ہے کہ مسٹر لوسی نے تھیلے میں ڈالے گئے قلموں کی کل تعداد؟,(5 × 19) + 12|5 × (19 + 12)|5 + (19 × 12)|(5 + 19) × 12,elementary_mathematics,1
مجموعی طور پر، سونیا اور نیگین کے پاس $27.00 ہیں۔ سونیا ایک قمیض $12.35 میں خریدتی ہے اور نیگن $10.11 میں سینڈل کا ایک جوڑا خریدتی ہے۔ کتنی رقم باقی ہے؟,$4.46|$4.54|$5.36|$5.76,elementary_mathematics,1
ایک پوسٹ آفس نے ایک ہفتے میں اٹھارہ ہزار چھیانوے ڈاک بھیجے۔ توسیع شدہ شکل میں لکھے گئے میل کے ٹکڑوں کی یہ تعداد کیا ہے؟,"18 + 1,000 + 90 + 6|18 + 1,000 + 900 + 60|10,000 + 8,000 + 90 + 6|10,000 + 8,000 + 900 + 60",elementary_mathematics,2
مندرجہ ذیل میں سے کون سا 3 اور 3 اوور 4 گیل کے برابر نہیں ہے؟,60 ج|15 qt|30 پی ٹی|13 qt,elementary_mathematics,3
جیس نے اپنے آخری باسکٹ بال کھیل کے دوران 18 پوائنٹس بنائے۔ اس کی بنائی ہوئی ہر ٹوکری کی قیمت 2 پوائنٹس تھی۔ اس نے کتنی ٹوکریاں بنائیں؟,20|16|9|8,elementary_mathematics,2
Tayshawn 56 ماربلز کو برابر گروپوں میں ترتیب دیتا ہے جس میں کوئی ماربل باقی نہیں بچا ہے۔ کون سا بیان ماربلز کے گروہوں کے بارے میں درست ہو سکتا ہے Tayshawn قسم؟,ماربل کے 6 گروپ ہیں جن میں ہر گروپ میں 8 ماربل ہیں۔|سنگ مرمر کے 7 گروپ ہیں جن میں ہر گروپ میں 7 ماربل ہیں۔|سنگ مرمر کے 8 گروپ ہیں جن میں ہر گروپ میں 7 ماربل ہیں۔|سنگ مرمر کے 9 گروپ ہیں جن میں ہر گروپ میں 6 ماربل ہیں۔,elementary_mathematics,2
"ایکسپریشن 2,816 x 7 کی قدر کیا ہے؟","14,572|14,672|19,612|19,712",elementary_mathematics,3
مریم کے گھر اور ڈیبی کے گھر کے درمیان فاصلہ 444.44 میٹر ہے۔ ان کے گھروں کے درمیان فاصلے، میٹر میں ہندسوں کی قدروں کے بارے میں کون سا بیان درست ہے؟,دسویں جگہ میں 4 کی قدر دسویں جگہ میں 4 کی قدر 1/10 ہے۔|سوویں جگہ پر 4 کی قدر 1/10 ہے اور ایک جگہ پر 4 کی قدر۔|سینکڑوں جگہ میں 4 کی قدر ایک جگہ پر 4 کی قدر سے 10 گنا زیادہ ہے۔|دسویں مقام پر 4 کی قدر سوویں مقام پر 4 کی قدر سے 10 گنا زیادہ ہے۔,elementary_mathematics,3
4 گھنٹے میں 308 کلومیٹر ڈرائیونگ کے لیے یونٹ کی شرح لکھیں۔ اگر ضروری ہو تو قریب ترین سوویں تک گول کریں۔,82 کلومیٹر فی گھنٹہ|74 کلومیٹر فی گھنٹہ|72 کلومیٹر فی گھنٹہ|77 کلومیٹر فی گھنٹہ,elementary_mathematics,3
شہر کے سوئمنگ پول کی لمبائی کا سب سے معقول تخمینہ کیا ہے؟,1 میٹر|25 میٹر|1 کلومیٹر|25 کلومیٹر,elementary_mathematics,1
میوزک شوکیس کے شیڈول میں 3 سیٹ شامل ہیں جو 20 منٹ کے ہیں اور 1 سیٹ جو 40 منٹ کا ہے۔ ہر سیٹ کے درمیان 10 منٹ کا وقفہ ہے۔ میوزک شوکیس کی کل لمبائی 3 (20 + 10) + 40 منٹ ہے۔ میوزک شوکیس کی کل لمبائی کتنی ہے؟,73 منٹ|110 منٹ|130 منٹ|210 منٹ,elementary_mathematics,2
24 اور 36 کا LCM تلاش کریں۔,96|144|72|120,elementary_mathematics,2
پچھلے سال، چیسا نے سکول پارٹی کے لیے سوپ کی 32 ایک کپ سرونگ کی۔ اس سال، وہ اس سوپ کی دو گنا مقدار میں بنائے گی جو اس نے پچھلے سال بنایا تھا۔ چیسا اس سال کتنے گیلن سوپ بنائے گا؟,64|16|4|2,elementary_mathematics,2
ایمل ہوم ٹیم اور مہمان ٹیم کے درمیان کھیل میں سب سے زیادہ مقبول فٹ بال ٹیم کا پتہ لگانا چاہتا ہے۔ مندرجہ ذیل طریقوں میں سے کون سا اسے سب سے زیادہ درست نتائج دے گا؟,ہوم ٹیم کے لیے چیئر لیڈرز کا سروے کرنا|دورہ کرنے والی ٹیم کے لیے ٹوپیاں پہننے والے لوگوں کا سروے کرنا|ٹکٹ کے لیے لائن میں کھڑے لوگوں کے ایک گروپ کا سروے کرنا|ان لوگوں کا سروے کرنا جو ہوم ٹیم کے شہر میں نہیں رہتے,elementary_mathematics,2
ایک کمپنی ہر 3 سفید کاروں کے لیے 5 نیلی کاریں بناتی ہے۔ اگر کمپنی ایک دن میں 15 سفید کاریں بناتی ہے تو کتنی نیلی کاریں بنائے گی؟,9|13|17|25,elementary_mathematics,3
اسٹیو نے اپنے بیس بال کارڈز کو ذخیرہ کرنے کے لیے پلاسٹک کیسز کا حکم دیا۔ ہر کیس کی لمبائی 12 سینٹی میٹر، چوڑائی 6.5 سینٹی میٹر اور اونچائی 1.25 سینٹی میٹر ہے۔ ایک بیس بال کارڈ کیس کا حجم، کیوبک سینٹی میٹر میں کیا ہے؟,39.5|97.5|118.5|202.25,elementary_mathematics,1
کرس 16.99 ڈالر فی گچھا میں گلاب فروخت کرتا ہے۔ دن کے اختتام پر اس نے $339.80 جمع کر لیے ہیں۔ اس نے گلاب کے کتنے گچھے بیچے؟,22|18|20|16,elementary_mathematics,2
ایک آئس کریم کی دکان نے ایک دن میں 48 ونیلا ملک شیکس فروخت کیے، جو اس دن فروخت ہونے والی کل ملک شیکس کا 40% تھا۔ اس دن آئس کریم کی دکان پر کتنے ملک شیکس فروخت ہوئے؟,60|72|100|120,elementary_mathematics,3
اندازہ کریں (c^2 − b^2)^2 + a^2 برائے a = 5، b = 3، اور c = 2۔,194|18|50|0,elementary_mathematics,2
اگر x − 3 = 6، x کی قدر کیا ہے؟,2|3|6|9,elementary_mathematics,3
جو اور مائیک دونوں ایک ہی ریس میں بھاگے۔ جو نے مائیک سے 4 منٹ پہلے ریس مکمل کی۔ اگر مائیک نے دوڑ 4:02 پر ختم کی تو جو نے کس وقت ریس ختم کی؟,3:58 p.m.|شام 4:06 بجے|8:02 p.m.|دوپہر 12:02 بجے,elementary_mathematics,0
امیر گتے کی ایک پٹی کی چوڑائی کو 5 سے زیادہ 6 فٹ کے طور پر ماپتا ہے۔ گتے کی دوسری پٹی 2 سے زیادہ 3 فٹ چوڑی ہے۔ گتے کی پٹیوں کی مشترکہ چوڑائی کا اندازہ لگائیں۔,2 فٹ|1 اور 1 2 فٹ سے زیادہ|1 فٹ|3 فٹ,elementary_mathematics,1
ایک شکل برابر سائز کے 12 دائیں مثلث سے بنی ہے۔ ہر دائیں مثلث کی بنیاد 4 سینٹی میٹر اور اونچائی 5 سینٹی میٹر ہے۔ شکل کا مربع سینٹی میٹر میں کل رقبہ کیا ہے؟,10|60|120|240,elementary_mathematics,2
Tranquility Inn کے ہفتہ وار دودھ کے آرڈر میں 40 گیلن کم چکنائی والا دودھ اور 15 گیلن چاکلیٹ دودھ شامل ہے۔ Tranquility Inn کے ہفتہ وار دودھ کے آرڈر میں کم چکنائی والے گیلن اور چاکلیٹ گیلن کی تعداد کا تناسب کیا ہے؟,3:01|5:01|5:03|8:03,elementary_mathematics,3
مسٹر کلارک کی چوتھی جماعت کی کلاس میں 20 طلباء ہیں۔ پوری چوتھی جماعت میں مسٹر کلارک کی کلاس سے 5 گنا زیادہ طلباء ہیں۔ پوری چوتھی جماعت میں طلباء کی تعداد کا تعین کرنے کے لیے کون سی مساوات استعمال کی جا سکتی ہے؟,5xn = 20|5+20=n|20x5=n|20/n=5,elementary_mathematics,2
4x + 9 کی قدر کیا ہے، جب x = 4؟,13|17|25|52,elementary_mathematics,2
تقسیمی جائیداد کا استعمال کرتے ہوئے اظہار 4(3 + 2) کو دوبارہ بیان کریں۔ آسان نہ کریں۔,4(3) + 2|4(3) + 4(2)|20|3 + 4(2),elementary_mathematics,1
